Genes,CAOV3,JHOS2,PEO1,PEO4,OAW28,COV504,JHOS4,CAOV4,NIHOVCAR3,SNU8,PEA1,59M,ES2
AK1,1.000000054,0.999999998,1.000000018,1.000000022,0.999999997,1.000000007,1.000000011,0.999999978,1.000000012,0.99999992,1.00000002,1.000000018,0.999999994
CHEK1,1.000000054,0.999999998,1.000000018,1.000000022,0.999999997,1.000000007,1.000000011,0.999999978,1.000000012,0.99999992,1.00000002,1.000000018,0.999999994
AURKA,1.000000054,0.999999998,1.000000018,1.000000022,0.999999997,1.000000007,1.000000011,0.999999978,1.000000012,0.99999992,1.00000002,1.000000018,0.999999994
MID1,1.000000054,0.999999998,1.000000018,1.000000022,0.999999997,1.000000007,1.000000011,0.999999978,1.000000012,0.99999992,1.00000002,1.000000018,0.999999994
UBR4,1.000000039,1.000000025,0.999999984,0.999999998,0.999999983,1,1.000000001,0.999999978,1.00000001,1.000000037,1.000000004,1.000000003,0.999999993
CES5A,1.000000039,1.000000025,0.999999984,0.999999998,0.999999983,1,1.000000001,0.999999978,1.00000001,1.000000037,1.000000004,1.000000003,0.999999993
DPAGT1,1.000000039,1.000000025,0.999999984,0.999999998,0.999999983,1,1.000000001,0.999999978,1.00000001,1.000000037,1.000000004,1.000000003,0.999999993
FABP1,1.000000035,1.000000023,0.99999998,1.000000017,0.999999983,1.000000011,1.000000001,1.000000004,1.000000028,1.000000101,0.999999991,1.000000021,1.000000732
FITM2,1.000000035,1.000000023,0.99999998,1.000000017,0.999999983,1.000000011,1.000000001,1.000000004,1.000000028,1.000000101,0.999999991,1.000000021,1.000000732
PAFAH1B2,1.000000035,1.000000023,0.99999998,1.000000017,0.999999983,1.000000011,1.000000001,1.000000004,1.000000028,1.000000101,0.999999991,1.000000021,1.000000732
HECTD1,1.000000035,1.000000023,0.99999998,1.000000017,0.999999983,1.000000011,1.000000001,1.000000004,1.000000028,1.000000101,0.999999991,1.000000021,1.000000732
HCK,1.000000035,1.000000023,0.99999998,1.000000017,0.999999983,1.000000011,1.000000001,1.000000004,1.000000028,1.000000101,0.999999991,1.000000021,1.000000732
CDC14B,1.000000035,1.000000023,0.99999998,1.000000017,0.999999983,1.000000011,1.000000001,1.000000004,1.000000028,1.000000101,0.999999991,1.000000021,1.000000732
NDST2,1.000000035,1.000000023,0.99999998,1.000000017,0.999999983,1.000000011,1.000000001,1.000000004,1.000000028,1.000000101,0.999999991,1.000000021,1.000000732
TPST1,1.000000035,1.000000023,0.99999998,1.000000017,0.999999983,1.000000011,1.000000001,1.000000004,1.000000028,1.000000101,0.999999991,1.000000021,1.000000732
DNAJC6,1.000000035,1.000000023,0.99999998,1.000000017,0.999999983,1.000000011,1.000000001,1.000000004,1.000000028,1.000000101,0.999999991,1.000000021,1.000000732
GPAT3,1.000000035,1.000000023,0.99999998,1.000000017,0.999999983,1.000000011,1.000000001,1.000000004,1.000000028,1.000000101,0.999999991,1.000000021,1.000000732
CRLS1,1.000000016,0,0,0.999999983,0,0,1.000000005,0.999999994,1.000000013,0,0,0,0.999999993
COQ3,1.000000016,0,0,0.999999983,0,0,1.000000005,0.999999994,1.000000013,0,0,0,0.999999993
SMPD1,0.97199315,1.000000059,0.999999982,0.987018043,1.000000007,1.000000021,0.977837603,0.968874642,0.971182962,1.000000025,0.999999978,1.00000001,0.967876201
ABAT,0.994450467,0.999990085,0.999999978,1.000000017,0.995579509,0.999940231,0.992902903,1.000000006,1.000000029,1.000000043,0.999999983,0.996929484,1.000000037
NAPRT,1.000000025,0.999918694,0.999999972,0.999999983,0.999852567,0.999854186,1.000000006,0.999999965,1.000000006,0.999942645,0.999941287,0.999866273,1.000000004
AK5,0.999999993,1.000000004,0.999999972,0.999999983,1.000000002,1.000000001,1.000000004,0.999999966,1,0.999999951,0.999999976,1.000000003,1.000000004
WNK3,1.000000027,1.000000016,0.99999997,0.999999983,0.999999983,1.000000011,1.000000001,0.999999965,1.000000017,1.000000068,0.999999976,1.000000003,1.000000004
PLA2G12B,1.000000027,1.000000016,0.99999997,0.999999983,0.999999983,1.000000011,1.000000001,0.999999965,1.000000017,1.000000068,0.999999976,1.000000003,1.000000004
DCTD,0,1.00000001,0.999999984,0,0.999999996,1.000000014,0,0,0,1.000000018,1.000000004,1.000000017,0
CERS4,0,1.000000059,1.000000058,0,0.999999996,1.000000001,0,0,0,0.999999954,1.00000002,1.000000024,0
NDUFA9,1.000000024,0.999999995,0.999999984,1.000000024,0.824761267,0.863402814,1.00000001,0.999999978,1.00000001,0.698408825,0.64422849,0.825892557,1.000002925
CLOCK,1.000000038,1.000000022,0,1.000000002,0.999999969,1.000000016,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
SEPHS1,1.000000038,1.000000015,0.992348571,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
CCN2,1.000000038,1.000000022,0.999792154,1.000000002,0.999999969,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
ZDHHC24,1.000000038,1.000000015,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
LENEP,1.000000038,1.000000015,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
LCMT1,1.000000038,1.000000015,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
UBA1,1.000000038,1.000000015,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
PTGR1,1.000000038,1.000000022,0.999999937,1.000000002,0.999999969,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
PORCN,1.000000038,1.000000022,0.999999937,1.000000002,0.999999969,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
PIK3CA,1.000000038,1.000000015,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
TNIK,1.000000038,1.000000015,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
ULK1,1.000000038,1.000000022,0.999999937,1.000000002,0.999999969,1.000000016,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
MAP2K6,1.000000038,1.000000022,0.999999937,1.000000002,0.999999969,1.000000016,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
USP27X,1.000000038,1.000000022,0.999999937,1.000000002,0.999999969,1.000000016,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
NMRK2,1.000000038,1.000000059,0.99999997,1.000000022,0.999999996,1.000000001,0.999999998,0.999999965,1.000000012,0.999999954,1.00000002,1.000000024,0.999999993
PLCE1,1.000000038,1.000000059,0.99999997,1.000000022,0.999999996,1.000000001,0.999999998,0.999999965,1.000000012,0.999999954,1.00000002,1.000000024,0.999999993
PPEF2,1.000000026,1.000000012,0.999999934,0.999999985,0.999999985,1.000000036,1.000000005,0.999999965,1.000000041,1.000000058,0.999999994,1.000000003,1.000000009
NKTR,1.000000026,1.000000012,0.999999934,0.999999985,0.999999985,1.000000036,1.000000005,0.999999965,1.000000041,1.000000058,0.999999994,1.000000003,1.000000009
GPAM,1.000000026,1.000000012,0.999999934,0.999999985,0.999999985,1.000000036,1.000000005,0.999999965,1.000000041,1.000000058,0.999999994,1.000000003,1.000000009
MAN2A1,1.000000026,1.000000012,0.999999934,0.999999985,0.999999985,1.000000036,1.000000005,0.999999965,1.000000041,1.000000058,0.999999994,1.000000003,1.000000009
QTRT1,1.000000026,1.000000012,0.999999934,0.999999985,0.999999985,1.000000036,1.000000005,0.999999965,1.000000041,1.000000058,0.999999994,1.000000003,1.000000009
MBOAT1,1.000000026,1.000000012,0.999999934,0.999999985,0.999999985,1.000000036,1.000000005,0.999999965,1.000000041,1.000000058,0.999999994,1.000000003,1.000000009
SLC4A7,1.000000038,1.000000059,0.99999997,1.000000022,0.999999996,1.000000001,1,0.99999997,1.000000012,0.999999954,1.00000002,1.000000024,0.999999993
DGKA,1.000000038,1.000000059,0.99999997,1.000000022,0.999999996,1.000000001,1,0.99999997,1.000000012,0.999999954,1.00000002,1.000000024,0.999999993
CLK3,1.000000038,1.000000059,0.99999997,1.000000022,0.999999996,1.000000001,1,0.99999997,1.000000012,0.999999954,1.00000002,1.000000024,0.999999993
DMGDH,1.000000025,1.000000031,1.000000072,1.000000017,0.999999968,1.000000003,1.00000001,0.999999965,1,1.000000027,1.000000017,1.000000011,0.999999993
PIK3R5,1.000000033,1.000000031,1.000000072,1.000000017,0.999999968,1.000000003,1.00000001,0.999999965,1,1.000000027,1.000000017,1.000000011,0.999999993
PRMT2,0,0.999999993,0.999999924,0,0.999999977,1.000000027,0,0,0,1.000000012,0.999999983,1.000000017,0
RNF216,0,1.000000043,0.999999924,0,0.999999982,1.000000026,0,0,0,0.999999968,0.999999978,1.000000023,0
SQLE,1.000000037,0,1.000000029,1.000000007,0,0,1.000000004,0.999999976,1,0,0,0,1.000000021
TMEM91,0,1.000000001,1.000000012,0,0.999999967,1.000000012,0,0,0,1.000000088,1.000000004,1.000000021,0
NDUFB7,1.000000019,0.999999993,0.712455656,0.999999985,0.824761271,0.863402833,1.000000001,0.999999965,0.998646934,0.698408816,0.64422846,0.825892552,1.000000014
SDHC,1.000000025,0.999999967,1.000000001,0.970714567,0.99981859,0.996962118,0.999999965,0.961051074,0.986153598,0.976703504,0.960229331,0.999999978,0.990164103
PON3,0.999999988,1.000000017,0.99999998,1.000000013,0.999999982,1.000000015,1.000000017,0.999999965,1.000000016,1.000000003,0.999999976,1.000000003,1.000000014
LPIN3,1.000000009,1.000000045,0.999999996,1.000000034,0.999999978,1.000000032,1.000000005,0.999999993,1.000000025,1.00000005,0.99999998,1.000000025,1.000000018
POLA1,1.000000009,1.000000045,0.999999996,1.000000034,0.999999978,1.000000032,1.000000005,0.999999993,1.000000025,1.00000005,0.99999998,1.000000025,1.000000018
MANBA,1.000000009,1.000000045,0.999999996,1.000000034,0.999999978,1.000000032,1.000000005,0.999999993,1.000000025,1.00000005,0.99999998,1.000000025,1.000000018
SYNJ1,1.000000009,1.000000045,0.999999996,1.000000034,0.999999978,1.000000032,1.000000005,0.999999993,1.000000025,1.00000005,0.99999998,1.000000025,1.000000018
DIO1,1.000000009,1.000000045,0.999999996,1.000000034,0.999999978,1.000000032,1.000000005,0.999999993,1.000000025,1.00000005,0.99999998,1.000000025,1.000000018
PPP2R3B,1.000000009,1.000000045,0.999999996,1.000000034,0.999999978,1.000000032,1.000000005,0.999999993,1.000000025,1.00000005,0.99999998,1.000000025,1.000000018
APIP,1.000000009,1.000000045,0.999999996,1.000000034,0.999999978,1.000000032,1.000000005,0.999999993,1.000000025,1.00000005,0.99999998,1.000000025,1.000000018
PPP2R2C,1.000000009,1.000000045,0.999999996,1.000000034,0.999999978,1.000000032,1.000000005,0.999999993,1.000000025,1.00000005,0.99999998,1.000000025,1.000000018
DHRS4,1.000000009,1.000000045,0.999999996,1.000000034,0.999999978,1.000000032,1.000000005,0.999999993,1.000000025,1.00000005,0.99999998,1.000000025,1.000000018
EXTL1,1.000000009,1.000000045,0.999999996,1.000000034,0.999999978,1.000000032,1.000000005,0.999999993,1.000000025,1.00000005,0.99999998,1.000000025,1.000000018
PIN4,1.000000009,1.000000045,0.999999996,1.000000034,0.999999978,1.000000032,1.000000005,0.999999993,1.000000025,1.00000005,0.99999998,1.000000025,1.000000018
APOC1,1.000000009,1.000000045,0.999999996,1.000000034,0.999999978,1.000000032,1.000000005,0.999999993,1.000000025,1.00000005,0.99999998,1.000000025,1.000000018
UBE3A,1.000000009,1.000000045,0.999999996,1.000000034,0.999999978,1.000000032,1.000000005,0.999999993,1.000000025,1.00000005,0.99999998,1.000000025,1.000000018
CSNK1A1,1.000000009,1.000000045,1,1.000000034,0.999999978,1.000000032,1.000000005,0.999999993,1.000000025,1.00000005,0.99999998,1.000000025,1.000000018
KAT6A,0.851791243,1.000000025,0.999999972,0.70958219,1.000000005,1.000000009,0.795976116,0.624308446,0.453637088,0.999999958,0.999999976,1.000000037,0.531046184
ABCC1,0.85179123,1.000000025,0.999999972,0.709587207,1.000000005,1.000000009,0.795976113,0.624308446,0.453637098,0.999999958,0.999999976,1.000000037,0.531046184
SLC5A11,1.000000038,1.000000004,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,0.749604213,1.000000016,0.999999993,1.000000015,0.775460942
SLC25A2,0.999464259,1.000000008,0.99999995,0.999999985,0.999348311,0.999572647,1.000000001,1.000000009,0.999785066,1.000000018,0.99999998,0.999635491,0.999842838
RIPK4,1.000000032,1.000000033,0.999999988,1.000000049,0.999999977,1.000000027,1.000000003,0.999999989,1.000000013,0.999999926,0.999999985,1.00000002,0.999999993
TAT,1.000000032,1.000000033,0.999999988,1.000000049,0.999999977,1.000000027,1.000000003,0.999999989,1.000000013,0.999999926,0.999999985,1.00000002,0.999999993
ACHE,1.000000032,1.000000033,0.999999988,1.000000049,0.999999977,1.000000027,1.000000003,0.999999989,1.000000013,0.999999926,0.999999985,1.00000002,0.999999993
LATS2,1.000000038,1.000000004,0.999999937,0.31723538,0.999999976,1.000000016,1.000000003,1.000000006,0.169474841,1.000000016,0.999999993,1.000000015,0.109970152
PDE3B,0.851791259,1.00000001,0.999999984,0.709582239,0.999999979,1.000000001,0.795976124,0.624308447,0.453637098,0.999999936,1.000000004,1.000000003,0.531046166
COX7B2,1.000000018,0.935845648,0.999999972,1.000000019,0.99999999,1.000000003,1.000000008,1.000000006,0.749604235,1.000000043,0.999999983,1.000000021,0.775460961
ADH1B,1.000000016,0.999999993,0.999999988,1.000000049,0.999999977,1.000000027,1,0.999999994,0.749604222,1,0.999999985,1.000000017,0.775460942
EPHX1,1.000000036,1.00000001,0.999999984,1.000000024,0.999999996,1.000000014,1.000000005,0.99999998,1.00000001,1.000000018,1.000000004,1.000000017,0.999999993
SLC6A3,1.000000036,1.00000001,0.999999984,1.000000024,0.999999996,1.000000014,1.000000005,0.99999998,1.00000001,1.000000018,1.000000004,1.000000017,0.999999993
MRPL58,1.000000036,1.00000001,0.999999984,1.000000024,0.999999996,1.000000014,1.000000005,0.99999998,1.00000001,1.000000018,1.000000004,1.000000017,0.999999993
CBR4,1.000000036,1.00000001,0.999999984,1.000000024,0.999999996,1.000000014,1.000000005,0.99999998,1.00000001,1.000000018,1.000000004,1.000000017,0.999999993
DNMT1,1.000000036,1.00000001,0.999999984,1.000000024,0.999999996,1.000000014,1.000000005,0.99999998,1.00000001,1.000000018,1.000000004,1.000000017,0.999999993
DUSP22,1.000000036,1.00000001,0.999999984,1.000000024,0.999999996,1.000000014,1.000000005,0.99999998,1.00000001,1.000000018,1.000000004,1.000000017,0.999999993
CASK,1.000000036,1.00000001,0.999999984,1.000000024,0.999999996,1.000000014,1.000000005,0.99999998,1.00000001,1.000000018,1.000000004,1.000000017,0.999999993
ADCY5,1.000000036,1.00000001,0.999999984,1.000000024,0.999999996,1.000000014,1.000000005,0.99999998,1.00000001,1.000000018,1.000000004,1.000000017,0.999999993
SLC13A1,1.000000036,1.00000001,0.999999984,1.000000024,0.999999996,1.000000014,1.000000005,0.99999998,1.00000001,1.000000018,1.000000004,1.000000017,0.999999993
RARS1,1.00000003,0,0.999999982,0.999999983,0,0,1,0.999999965,1,0,0,0,1.000000004
GLB1,1.000000023,0.463541601,1.000000012,1.000000022,0.999999967,1.000000012,1.000000003,0.999999996,1.000000026,1.000000088,1.000000004,1.000000021,0.999999993
ART5,1.000000026,1.000000001,1.000000012,1.000000022,0.999999967,1.000000012,0.495326855,0.999999996,1.00000002,1.000000088,1.000000004,1.000000021,0.999999993
GALNTL6,1.000000004,1.000000023,0.712455738,1.000000036,0.999999988,1.000000017,1.000000006,0.999999999,1.000000052,1,0.999999987,1.000000017,0.999999995
ZSWIM2,1.000000023,1.000000001,1.000000012,1.000000022,0.999999967,1.000000012,0.991461668,0.999999996,1.000000026,1.000000088,1.000000004,1.000000021,0.999999993
CTSL,1.00000003,1.000000023,0.99999992,1.000000007,1.000000007,1.000000008,1.000000001,0.999999983,1,0.999999925,0.999999978,1.00000001,0.999999993
KYAT1,1.000000004,1.000000023,0.999999984,1.000000036,0.999999988,1.000000017,1.000000006,0.999999999,1.000000052,1,0.999999987,1.000000017,0.999999995
SCARB1,1.000000026,1.00000002,1.00000007,1.000000004,0.999999969,1,1.000000005,1.000000008,1,1.000000031,1.000000011,1.000000015,1.000000017
NEK11,1.000000026,1.00000002,1.00000007,1.000000004,0.999999969,1,1.000000005,1.000000008,1,1.000000031,1.000000011,1.000000015,1.000000017
CHST5,1.000000033,1.000000015,1.000000062,0.999999983,0.999999987,1.000000023,1.000000005,0.999999965,1,1,0.999999987,1.000000014,0.999999999
TFRC,1.000000033,1.000000015,1.000000062,0.999999983,0.999999987,1.000000023,1.000000005,0.999999965,1,1,0.999999987,1.000000014,0.999999999
SLC30A6,1.000000033,1.000000015,1.000000062,0.999999983,0.999999987,1.000000023,1.000000005,0.999999965,1,1,0.999999987,1.000000014,0.999999999
FPGT,1.000000033,1.000000015,1.000000062,0.999999983,0.999999987,1.000000023,1.000000005,0.999999965,1,1,0.999999987,1.000000014,0.999999999
OBSL1,1.000000033,1.000000015,1.000000062,0.999999983,0.999999987,1.000000023,1.000000005,0.999999965,1,1,0.999999987,1.000000014,0.999999999
UBR2,1.000000033,1.000000015,1.000000062,0.999999983,0.999999987,1.000000023,1.000000005,0.999999965,1,1,0.999999987,1.000000014,0.999999999
STARD3,1.000000033,1.000000015,1.000000062,0.999999983,0.999999987,1.000000023,1.000000005,0.999999965,1,1,0.999999987,1.000000014,0.999999999
TUT7,1.000000011,1.000000011,0.999999972,1.000000052,0.999999964,1.000000034,1.000000004,1.000000011,1.000000028,0.99999997,1.000000043,1.000000007,0.999999994
ADPGK,1.000000011,1.000000011,0.999999972,1.000000052,0.999999964,1.000000034,1.000000004,1.000000011,1.000000028,0.99999997,1.000000043,1.000000007,0.999999994
PTK2B,1.000000011,1.000000011,0.999999972,1.000000052,0.999999964,1.000000034,1.000000004,1.000000011,1.000000028,0.99999997,1.000000043,1.000000007,0.999999994
LGALS13,1.000000011,1.000000011,0.999999972,1.000000052,0.999999964,1.000000034,1.000000004,1.000000011,1.000000028,0.99999997,1.000000043,1.000000007,0.999999994
EEF1AKMT1,1.000000011,1.000000011,0.999999972,1.000000052,0.999999964,1.000000034,1.000000004,1.000000011,1.000000028,0.99999997,1.000000043,1.000000007,0.999999994
NAA10,1.000000011,1.000000011,0.999999972,1.000000052,0.999999964,1.000000034,1.000000004,1.000000011,1.000000028,0.99999997,1.000000043,1.000000007,0.999999994
TGDS,1.000000021,1.000000026,1.000000067,0.999999983,0.999999993,1.000000015,1.000000008,0.999999994,1.000000029,1.000000059,0.999999993,1.000000037,0.999999993
GSS,0.999999962,0,0,1.000000021,0,0,1,0.999999989,1.000000019,0,0,0,0.999999993
KARS1,1.000000027,0,0,0.999999983,0,0,1.000000001,0.999999965,1.000000017,0,0,0,0.999999993
