Genes,CAOV3,JHOS2,PEO1,PEO4,OAW28,COV504,JHOS4,CAOV4,NIHOVCAR3,SNU8,PEA1,59M,ES2
SPCS3,1.000000013,0,1.000000044,1.000000032,0,0,1.000000005,0.999999989,1.000000044,-0.000000149,0,0,1.000000009
TRMT10C,0.848722283,1.000000014,0.999999992,0.708511254,1.000000005,1.000000018,0.795976117,0.613551288,0.823500064,1.000000003,0.999999991,1.000000014,0.869866348
LDHD,1.000000021,1.000000016,0,1.000000028,0.999999982,1.000000023,1,0.999999965,1.000000019,1.000000044,0.999999978,1.000000015,0.999999993
SLC16A7,1.000000027,1.000000016,0.99999997,0.999999983,0.999999983,1.000000011,1.000000001,0.999999965,1.000000017,1.000000068,0.999999976,1.000000003,0.999999993
H6PD,1.00000001,0.99999999,0.99999992,1.000000021,0.999999983,1.000000029,1,1.000000016,1.000000031,1.000000012,1.000000044,1.000000003,1.000000005
SLC52A1,1.00000001,0.99999999,0.99999992,1.000000021,0.999999983,1.000000029,1,1.000000016,1.000000031,1.000000012,1.000000044,1.000000003,1.000000005
STARD8,1.00000001,0.99999999,0.99999992,1.000000021,0.999999983,1.000000029,1,1.000000016,1.000000031,1.000000012,1.000000044,1.000000003,1.000000005
FAM20B,1.00000001,0.99999999,0.99999992,1.000000021,0.999999983,1.000000029,1,1.000000016,1.000000031,1.000000012,1.000000044,1.000000003,1.000000005
BPGM,1.00000001,0.99999999,0.99999992,1.000000021,0.999999983,1.000000029,1,1.000000016,1.000000031,1.000000012,1.000000044,1.000000003,1.000000005
MAN2B2,1.00000001,0.99999999,0.99999992,1.000000021,0.999999983,1.000000029,1,1.000000016,1.000000031,1.000000012,1.000000044,1.000000003,1.000000005
UCP2,1.000000012,1.000000018,0,1.000000052,0.999999982,1.000000034,1.000000004,0.999999998,1.000000003,0.99999992,1.000000041,1.000000007,0.999999994
UBA2,1.000000012,1.000000018,0,1.000000052,0.999999982,1.000000034,1.000000004,0.999999998,1.000000003,0.99999992,1.000000041,1.000000007,0.999999994
HSD17B7,1.000000012,1.000000018,0.999999972,0.999988931,0.999999982,1.000000034,1.000000004,0.999999998,1.000000003,0.999990588,0.999988669,1.000000007,0.999999994
FKBP3,1.00000002,1.000000014,0.999999992,1.000000024,1.000000005,1.000000018,0.999992482,0.99999998,1.000000001,1.000000003,0.999999991,1.000000014,0.999999993
PIGC,1.000000012,1.000000018,0.999999972,1.000000052,0.999999982,1.000000034,1.000000004,0.999999998,1.000000003,0.99999992,1.000000041,1.000000007,0.999999994
ART3,1.000000012,1.000000018,0.999999972,1.000000052,0.999999982,1.000000034,1.000000004,0.999999998,1.000000003,0.99999992,1.000000041,1.000000007,0.999999994
MIB2,1.000000012,1.000000018,0.999999972,1.000000052,0.999999982,1.000000034,1.000000004,0.999999998,1.000000003,0.99999992,1.000000041,1.000000007,0.999999994
PIGQ,1.000000012,1.000000018,0.999999972,1.000000052,0.999999982,1.000000034,1.000000004,0.999999998,1.000000003,0.99999992,1.000000041,1.000000007,0.999999994
AASDH,1.000000012,1.000000018,0.999999972,1.000000052,0.999999982,1.000000034,1.000000004,0.999999998,1.000000003,0.99999992,1.000000041,1.000000007,0.999999994
FKBP7,1.000000012,1.000000018,0.999999972,1.000000052,0.999999982,1.000000034,1.000000004,0.999999998,1.000000003,0.99999992,1.000000041,1.000000007,0.999999994
PGAM1,1.000000012,1.000000018,0.999999972,1.000000052,0.999999982,1.000000034,1.000000004,0.999999998,1.000000003,0.99999992,1.000000041,1.000000007,0.999999994
HPGD,1.000000012,1.000000019,0.999999972,1.000000052,0.999999982,1.000000034,1.000000004,0.999999998,1.000000003,0.99999992,1.000000041,1.000000007,0.999999994
OGDH,0.999999977,1.000000013,0.999999947,1.000000017,0.99999999,0.996962131,1.000000007,0.999999996,1.000000003,1,1.000000004,1.000000011,1.000000002
MYO3A,1,1.000000027,1.000000014,0.999999983,0.999999988,1.000000008,0.999999998,0.999999959,1,0.99999993,0.999999976,1.000000003,0.999999993
PPP1R2,1.000000028,1.000000015,1,1.000000015,0.999999976,1.000000014,1.000000011,0.999999993,1.00000001,0.999999947,0.999999987,1.000000011,1.000000002
APOA2,1.000000028,1.000000015,1,1.000000015,0.999999976,1.000000014,1.000000011,0.999999993,1.00000001,0.999999947,0.999999987,1.000000011,1.000000002
MAP2K4,1.000000028,1.000000015,1,1.000000015,0.999999976,1.000000014,1.000000011,0.999999993,1.00000001,0.999999947,0.999999987,1.000000011,1.000000002
ALDH5A1,1.000000028,1.000000015,1,1.000000015,0.999999976,1.000000014,1.000000011,0.999999993,1.00000001,0.999999947,0.999999987,1.000000011,1.000000002
HPGDS,1.000000047,0.999999994,0.99999992,1.000000007,0.999999993,1.000000012,1,0.999999976,1,0.999999972,0.999999976,1.000000004,1.000002987
ACP3,1.000000047,0.999999994,0.99999992,1.000000007,0.999999993,1.000000012,1.000000004,0.999999976,1,0.999999972,0.999999976,1.000000004,1.000002987
RPIA,1.000000009,0.988604926,0.990890023,1.000000021,0.939438586,0.956747399,1.000000003,0.999999991,1.000000019,0.993371306,0.994371477,0.94676312,0.99999999
CMTR2,0.999850337,1.000000017,0.99999998,0.999940379,0.999999982,1.000000015,0.999915758,0.999971583,0.999966953,1.000000003,0.999999976,1.000000003,0.9999873
N6AMT1,1.000000033,0.999999994,0.99999997,1.000000019,1.000000007,1,1.000000001,0.999999994,1.000000029,0.999999925,0.99999998,1.00000001,0.999999993
UEVLD,1.000000033,0.999999994,0.99999997,1.000000019,1.000000007,1,1.000000001,0.999999994,1.000000029,0.999999925,0.99999998,1.00000001,0.999999993
ACVR1,1.000000033,0.999999994,0.99999997,1.000000019,1.000000007,1,1.000000001,0.999999994,1.000000029,0.999999925,0.99999998,1.00000001,0.999999993
PSKH2,1.000000025,1.000000015,0.99999997,1.000016654,1.000000006,1.000000007,1.000000001,0.999999989,1.000000013,0.999999934,1.000000007,1.000000003,0.999999993
AK2,1.000000025,1.000000015,0.99999997,1.000016654,1.000000006,1.000000007,1.000000001,0.999999989,1.000000013,0.999999934,1.000000007,1.000000003,0.999999993
NNMT,1.000000025,1.000000015,0.99999997,1.000016654,1.000000006,1.000000007,1.000000001,0.999999989,1.000000013,0.999999934,1.000000007,1.000000003,0.999999993
PLA2G4F,1.000000025,1.000000015,0.99999997,1.000016654,1.000000006,1.000000007,1.000000001,0.999999989,1.000000013,0.999999934,1.000000007,1.000000003,0.999999993
PSKH1,1.000000025,1.000000015,0.99999997,1.000016654,1.000000006,1.000000007,1.000000001,0.999999989,1.000000013,0.999999934,1.000000007,1.000000003,0.999999993
FDFT1,1.000000034,0,0.999999972,0.999999983,0,0,1.000000003,0.999999973,1.00000001,0,0,0,1.000000004
POLR3F,1.000000041,0,0.999999972,0.999999983,0,0,1.000000003,0.999999973,1.00000001,0,0,0,1.000000004
LGSN,0,1.000000025,0.712455636,0,1.000000005,1.000000009,0,0,0,1.000000009,0.999999976,1.000000037,0
HADHB,1.000000025,1.000000025,0.999999972,0.999999983,0.999998858,1.000000019,1,0.999999976,1.00000001,0.999999986,0.999999976,1.000000036,1.000000004
RNF146,1.000000008,1.000000002,0.999999934,0.999999985,0.99999999,1.000000003,1,1.000000008,1.00000001,1.000000014,0.999999989,1.000000003,1.000000002
EYA1,1.000000008,1.000000002,0.999999934,0.999999985,0.99999999,1.000000003,1,1.000000008,1.00000001,1.000000014,0.999999989,1.000000003,1.000000002
FHL2,1.000000027,1.000000005,1.000000002,1.000000004,0.999999988,1.000000013,1,1.000000008,1.000000003,0.999999961,0.999999993,1.000000016,0.999999993
URAD,1.000000027,1.000000005,1.000000002,1.000000004,0.999999988,1.000000013,1,1.000000008,1.000000003,0.999999961,0.999999993,1.000000016,0.999999993
GK2,1.000000027,1.000000005,1.000000002,1.000000004,0.999999988,1.000000013,1,1.000000008,1.000000003,0.999999961,0.999999993,1.000000016,0.999999993
CEMP1,1.000000042,1.000000005,1.000000002,1.000000004,0.999999988,1.000000013,1.000000003,1.000000008,1.000000003,0.999999961,0.999999993,1.000000016,0.999999993
CSNK2B,1.000000042,1.000000005,1.000000002,1.000000004,0.999999988,1.000000013,1.000000003,1.000000008,1.000000003,0.999999961,0.999999993,1.000000016,0.999999993
EEF2,1.000000042,1.000000005,1.000000002,1.000000004,0.999999988,1.000000013,1.000000003,1.000000008,1.000000003,0.999999961,0.999999993,1.000000016,0.999999993
PIK3CB,0.999999994,0.999999999,1.000000012,1.000000019,0.999999974,1.000000009,1.000000004,0.999999994,1.000000029,1.000000032,0.999999994,1.000000023,0.999999993
POLK,0.999999994,0.999999999,1.000000012,1.000000019,0.999999974,1.000000009,1.000000004,0.999999994,1.000000029,1.000000032,0.999999994,1.000000023,0.999999993
CBR1,0.999999994,0.999999999,1.000000012,1.000000019,0.999999974,1.000000009,1.000000004,0.999999994,1.000000029,1.000000032,0.999999994,1.000000023,0.999999993
ZDHHC1,0.999999994,0.999999999,1.000000012,1.000000019,0.999999974,1.000000009,1.000000004,0.999999994,1.000000029,1.000000032,0.999999994,1.000000023,0.999999993
MARK4,0.999999994,0.999999999,1.000000012,1.000000019,0.999999974,1.000000009,1.000000004,0.999999994,1.000000029,1.000000032,0.999999994,1.000000023,0.999999993
FKBP11,0.999999994,0.999999999,1.000000012,1.000000019,0.999999974,1.000000009,1.000000004,0.999999994,1.000000029,1.000000032,0.999999994,1.000000023,0.999999993
DNM3,0.999999994,0.999999999,1.000000012,1.000000019,0.999999974,1.000000009,1.000000004,0.999999994,1.000000029,1.000000032,0.999999994,1.000000023,0.999999993
PDE8B,0.999999994,0.999999999,1.000000012,1.000000019,0.999999974,1.000000009,1.000000004,0.999999994,1.000000029,1.000000032,0.999999994,1.000000023,0.999999993
SLC22A8,1.000000038,1.000000031,1.000000072,1.000000019,0.999999968,1.000000003,1.000000014,0.999999975,1.00000001,1.000000027,1.000000017,1.000000011,0.999999993
SATL1,1.000000038,1.000000031,1.000000072,1.000000019,0.999999968,1.000000003,1.000000014,0.999999975,1.00000001,1.000000027,1.000000017,1.000000011,0.999999993
PLK2,1.000000038,1.000000031,1.000000072,1.000000019,0.999999968,1.000000003,1.000000014,0.999999975,1.00000001,1.000000027,1.000000017,1.000000011,0.999999993
SLC1A7,1.000000038,1.000000031,1.000000072,1.000000019,0.999999968,1.000000003,1.000000014,0.999999975,1.00000001,1.000000027,1.000000017,1.000000011,0.999999993
SIAH1,1.000000038,1.000000031,1.000000072,1.000000019,0.999999968,1.000000003,1.000000014,0.999999975,1.00000001,1.000000027,1.000000017,1.000000011,0.999999993
ANGPTL4,1.000000039,1.00000001,0.999999984,1.000000024,0.999999996,1.000000014,1.000000002,0.999999978,1.000000001,1.000000018,1.000000004,1.000000017,0.999922989
LPCAT1,1.000000012,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.00000003,1.000000018,0.999999978,1.000000003,1.000000012
ARG2,1.000000012,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.00000003,1.000000018,0.999999978,1.000000003,1.000000012
PIK3R2,1.000000012,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.00000003,1.000000018,0.999999978,1.000000003,1.000000012
TRMT10B,1.000000012,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.00000003,1.000000018,0.999999978,1.000000003,1.000000012
ATP6V0A4,1.000000012,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.00000003,1.000000018,0.999999978,1.000000003,1.000000012
C1GALT1,1.000000012,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.00000003,1.000000018,0.999999978,1.000000003,1.000000012
LPIN1,1.000000012,1.000000018,0.99999999,0.999999985,0.999999993,1,1,0.999999994,1.00000003,1.000000018,0.999999978,1.000000003,1.000000012
RBP4,0.999999994,0,0,1.000000019,0,0,1.000000004,0.999999994,1.000000029,0,0,0,0.999999993
NUP188,0.999999994,0,0,1.000000019,0,0,1.000000004,0.999999994,1.000000029,0,0,0,0.999999993
SLC25A26,1.000000007,0,0,1.000000024,0,0,1.000000002,0.999999998,1.000000025,0,0,0,0.999999996
LSS,1.00000004,0,0,1.000000032,0,0,1,1.000000001,1.000000009,0,0,0,1.000000001
RNF182,1.000000054,1.000000005,0,1.000000022,0.999999997,1.000000018,1,0.999999965,1.000000012,1.000000002,1.00000002,1.000000023,0.999999993
MAN2B1,1.000000027,1.000000011,0.99999997,0.999999983,0.999999983,1.000000011,1.000000001,0.999999965,1.000000017,1.000000068,0.999999976,1.000000003,0.999999993
CYP3A4,1.00000001,0.999999993,1.000000014,1.000000009,1.000000001,1.000000008,1.000000007,0.999999965,1,1.000000012,0.999999976,1.000000003,1.000000014
PLIN3,1.00000001,0.999999993,1.000000014,1.000000009,1.000000001,1.000000008,1.000000007,0.999999965,1,1.000000012,0.999999976,1.000000003,1.000000014
PLA2G4E,1.00000001,0.999999993,1.000000014,1.000000009,1.000000001,1.000000008,1.000000007,0.999999965,1,1.000000012,0.999999976,1.000000003,1.000000014
ELOVL4,1.00000001,0.999999993,1.000000014,1.000000009,1.000000001,1.000000008,1.000000007,0.999999965,1,1.000000012,0.999999976,1.000000003,1.000000014
GALK1,1.00000001,0.999999993,1.000000014,1.000000009,1.000000001,1.000000008,1.000000007,0.999999965,1,1.000000012,0.999999976,1.000000003,1.000000014
NOP2,1.00000001,0.999999993,1.000000014,1.000000009,1.000000001,1.000000008,1.000000007,0.999999965,1,1.000000012,0.999999976,1.000000003,1.000000014
USP4,1.00000001,0.999999993,1.000000014,1.000000009,1.000000001,1.000000008,1.000000007,0.999999965,1,1.000000012,0.999999976,1.000000003,1.000000014
TNK2,1.00000001,0.999999993,1.000000014,1.000000009,1.000000001,1.000000008,1.000000007,0.999999965,1,1.000000012,0.999999976,1.000000003,1.000000014
GM2A,1.00000001,0.999999993,1.000000014,1.000000009,1.000000001,1.000000008,1.000000007,0.999999965,1,1.000000012,0.999999976,1.000000003,1.000000014
ACY3,1.00000001,0.999999993,1.000000014,1.000000009,1.000000001,1.000000008,1.000000007,0.999999965,1,1.000000012,0.999999976,1.000000003,1.000000014
HCST,1.000000038,1.000000005,0.99999997,1.000000022,0.999999997,1.000000018,0.999999998,0.999999965,1.000000012,1.000000002,1.00000002,1.000000023,0.999999993
ALG10,1.000000038,1.000000005,0.99999997,1.000000022,0.999999997,1.000000018,0.999999998,0.999999965,1.000000012,1.000000002,1.00000002,1.000000023,0.999999993
ATP6V1C2,1.000000054,1.000000005,0.99999997,1.000000022,0.999999997,1.000000018,1,0.999999965,1.000000012,1.000000002,1.00000002,1.000000023,0.999999993
ALG5,1.000000015,1.000000059,0.999999982,0.999999983,1.000000007,1.000000021,1,0.999999965,1,1.000000025,0.999999978,1.00000001,1.000000004
PPIB,1.000000015,1.000000059,0.999999982,0.999999983,1.000000007,1.000000021,1,0.999999965,1,1.000000025,0.999999978,1.00000001,1.000000004
USP10,1.000000015,1.000000059,0.999999982,0.999999983,1.000000007,1.000000021,1,0.999999965,1,1.000000025,0.999999978,1.00000001,1.000000004
TGFBR2,1.000000015,1.000000059,0.999999982,0.999999983,1.000000007,1.000000021,1,0.999999965,1,1.000000025,0.999999978,1.00000001,1.000000004
PTPRN,1.000000015,1.000000059,0.999999982,0.999999983,1.000000007,1.000000021,1,0.999999965,1,1.000000025,0.999999978,1.00000001,1.000000004
MAP4K2,1.000000015,1.000000059,0.999999982,0.999999983,1.000000007,1.000000021,1,0.999999965,1,1.000000025,0.999999978,1.00000001,1.000000004
SLC28A1,1.000000015,1.000000059,0.999999982,0.999999983,1.000000007,1.000000021,1,0.999999965,1,1.000000025,0.999999978,1.00000001,1.000000004
CTDP1,1.000000015,1.000000059,0.999999982,0.999999983,1.000000007,1.000000021,1,0.999999965,1,1.000000025,0.999999978,1.00000001,1.000000004
CMAS,1.000000015,1.000000059,0.999999982,0.999999983,1.000000007,1.000000021,1,0.999999965,1,1.000000025,0.999999978,1.00000001,1.000000004
GOT2,0.999999995,1.000000021,1.000000025,0.999999983,0.999999984,1.000000013,0.999999998,0.999999965,1.000000017,1.000000057,0.999999983,1.000000014,0.999999999
DUSP21,0,1.000000025,0.999999984,0,1.000000005,1.000000009,0,0,0,1.000000009,0.999999976,1.000000037,0
HIPK1,0,1.000000014,1.000000012,0,0.999999976,1.000000021,0,0,0,1.000000006,1.000000004,1.000000019,0
NUP35,1.000000026,0,1.00000007,1.000000004,0,0,1,1.000000008,1,0,0,0,1.000000017
SLC4A3,1.000000021,1.000000019,0.999999988,1.000000032,0.999999977,1.000000026,1,0.999999998,1.00000001,1,0.999999985,1.00000002,1.000000001
USP5,1.000000021,1.000000019,0.999999988,1.000000032,0.999999977,1.000000026,1,0.999999998,1.00000001,1,0.999999985,1.00000002,1.000000001
PIP4K2C,1.000000025,1.00000002,1.000000054,1.000000052,0.99999996,1.000000034,1.000000011,1.000000014,1.000000032,1.000000002,1.000000043,1.000000007,0.999999993
CSAD,1.000000025,1.00000002,1.000000054,1.000000052,0.99999996,1.000000034,1.000000011,1.000000014,1.000000032,1.000000002,1.000000043,1.000000007,0.999999993
CDKL5,1.000000025,1.00000002,1.000000054,1.000000052,0.99999996,1.000000034,1.000000011,1.000000014,1.000000032,1.000000002,1.000000043,1.000000007,0.999999993
RBP3,1.000000025,1.00000002,1.000000054,1.000000052,0.99999996,1.000000034,1.000000011,1.000000014,1.000000032,1.000000002,1.000000043,1.000000007,0.999999993
CTSC,1.000000025,1.00000002,1.000000054,1.000000052,0.99999996,1.000000034,1.000000011,1.000000014,1.000000032,1.000000002,1.000000043,1.000000007,0.999999993
FN3K,1.000000056,1.000000021,1.000000094,1.000000019,0.999999993,1.000000016,1,0.999999978,1.000000017,1.000000029,1.000000026,1.00000001,0.999999993
BUB1B,1.000000056,1.000000021,1.000000094,1.000000019,0.999999993,1.000000016,1,0.999999978,1.000000017,1.000000029,1.000000026,1.00000001,0.999999993
RLBP1,1.000000056,1.000000021,1.000000094,1.000000019,0.999999993,1.000000016,1,0.999999978,1.000000017,1.000000029,1.000000026,1.00000001,0.999999993
ALPP,1.000000056,1.000000021,1.000000094,1.000000019,0.999999993,1.000000016,1,0.999999978,1.000000017,1.000000029,1.000000026,1.00000001,0.999999993
SLC26A2,1.000000056,1.000000021,1.000000094,1.000000019,0.999999993,1.000000016,1,0.999999978,1.000000017,1.000000029,1.000000026,1.00000001,0.999999993
UQCR11,1.000000038,0.994288297,1.000000002,1.000000002,0.999999969,1.000000015,1.000000003,1.000000008,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
MAPK1,1.00000002,0.999999999,0.99999997,1.000000032,1.000000006,1.000000008,1.000000008,0.999999989,1.000000013,0.999999952,1.000000007,1.000000003,0.999999993
IDH3B,1.00000002,0.999999999,0.99999997,1.000000032,1.000000006,1.000000008,1.000000008,0.999999989,1.000000013,0.999999952,1.000000007,1.000000003,0.999999993
ABCA8,1.000000038,1.000000004,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
KYNU,1.000000038,1.000000004,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
GALM,1.000000038,1.000000004,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
PLA2G2A,1.000000038,1.000000004,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
STK25,1.000000038,1.000000004,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
CARM1,1.000000038,1.000000004,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
CHSY1,1.000000038,1.000000004,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
ST6GALNAC3,1.000000038,1.000000004,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
ST6GAL1,1.000000038,1.000000004,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
MAP3K11,1.000000038,1.000000004,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
KLK2,1.000000038,1.000000004,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
PPM1M,1.000000038,1.000000004,0.999999937,1.000000002,0.999999976,1.000000016,1.000000003,1.000000006,1.000000003,1.000000016,0.999999993,1.000000015,0.999999993
WWP2,1.000000011,1.000000011,1.000000012,1.000000024,0.999999971,1.000000023,1.000000001,0.999999998,1.000000025,1.000000006,1.000000004,1.000000019,0.999999996
ATRIP,1.000000011,1.000000011,1.000000012,1.000000024,0.999999971,1.000000023,1.000000001,0.999999998,1.000000025,1.000000006,1.000000004,1.000000019,0.999999996
PIGS,1.000000011,1.000000011,1.000000012,1.000000024,0.999999971,1.000000023,1.000000001,0.999999998,1.000000025,1.000000006,1.000000004,1.000000019,0.999999996
ACER2,1.000000011,1.000000011,1.000000012,1.000000024,0.999999971,1.000000023,1.000000001,0.999999998,1.000000025,1.000000006,1.000000004,1.000000019,0.999999996
MCCC2,1.000000007,1.000000014,1.000000012,1.000000024,0.999999976,1.000000021,1.000000002,0.999999998,1.000000025,1.000000006,1.000000004,1.000000019,0.999999996
BDH1,1.000000007,1.000000014,1.000000012,1.000000024,0.999999976,1.000000021,1.000000002,0.999999998,1.000000025,1.000000006,1.000000004,1.000000019,0.999999996
SLC12A1,1.000000023,1.000000006,0.999999992,1.000000011,1.000000006,1.000000021,1.00000001,0.999999966,1,1.000000072,0.999999994,1.000000026,0.999999993
GAD1,1.000000023,1.000000006,0.999999992,1.000000011,1.000000006,1.000000021,1.00000001,0.999999966,1,1.000000072,0.999999994,1.000000026,0.999999993
PTPN18,1.000000023,1.000000006,0.999999992,1.000000011,1.000000006,1.000000021,1.00000001,0.999999966,1,1.000000072,0.999999994,1.000000026,0.999999993
SLC5A7,1.000000023,1.000000006,0.999999992,1.000000011,1.000000006,1.000000021,1.00000001,0.999999966,1,1.000000072,0.999999994,1.000000026,0.999999993
RENBP,1.000000021,1.000000022,1.00000006,0.999999983,0.999999996,1.000000014,1.000000008,0.999999994,1.000000029,1.000000016,0.999999993,1.000000036,0.999999993
SLC9A1,1.000000021,1.000000022,1.00000006,0.999999983,0.999999996,1.000000014,1.000000008,0.999999994,1.000000029,1.000000016,0.999999993,1.000000036,0.999999993
UQCRFS1,1.00000001,0.994288274,0.999999998,1.000000026,0.999999992,1.000000032,1.000000006,1.000000014,0.752969736,1.000000014,1.000000033,1.000000018,0.783214756
UAP1L1,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000026,1.00000009,1.000000004,1.000000021,0.999999993
SMYD3,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000026,1.00000009,1.000000004,1.000000021,0.999999993
WWOX,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000026,1.00000009,1.000000004,1.000000021,0.999999993
GOT1L1,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000026,1.00000009,1.000000004,1.000000021,0.999999993
PPP2R1B,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000026,1.00000009,1.000000004,1.000000021,0.999999993
MDM2,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000026,1.00000009,1.000000004,1.000000021,0.999999993
NMNAT1,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000026,1.00000009,1.000000004,1.000000021,0.999999993
PFKL,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000026,1.00000009,1.000000004,1.000000021,0.999999993
SULT1C2,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000026,1.00000009,1.000000004,1.000000021,0.999999993
MED1,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000028,1.00000009,1.000000004,1.000000021,0.999999993
UBE2Q2,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000028,1.00000009,1.000000004,1.000000021,0.999999993
ME1,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000028,1.00000009,1.000000004,1.000000021,0.999999993
PDE6H,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000028,1.00000009,1.000000004,1.000000021,0.999999993
UBA6,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000029,1.00000009,1.000000004,1.000000021,0.999999993
GANC,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000029,1.00000009,1.000000004,1.000000021,0.999999993
SULT1E1,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000029,1.00000009,1.000000004,1.000000021,0.999999993
NME7,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000029,1.00000009,1.000000004,1.000000021,0.999999993
MCCC1,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000029,1.00000009,1.000000004,1.000000021,0.999999993
RHAG,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000029,1.00000009,1.000000004,1.000000021,0.999999993
PCK1,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000029,1.00000009,1.000000004,1.000000021,0.999999993
NOS1,1.000000024,0.999999999,1.000000014,1.000000022,0.999999967,1.000000012,1.000000003,0.999999994,1.000000029,1.00000009,1.000000004,1.000000021,0.999999993
MKRN1,1.000000021,1.000000019,0.999999988,1.000000032,0.999999977,1.000000026,1,0.999999998,1.000000016,1,0.999999985,1.00000002,1.000002987
KDR,1.000000021,1.000000019,0.999999988,1.000000032,0.999999977,1.000000026,1,0.999999998,1.000000016,1,0.999999985,1.00000002,1.000002987
NEK6,1.000000021,1.000000019,0.999999988,1.000000032,0.999999977,1.000000026,1,0.999999998,1.000000016,1,0.999999985,1.00000002,1.000002987
PLCG1,1.000000021,1.000000019,0.999999988,1.000000032,0.999999977,1.000000026,1,0.999999998,1.000000016,1,0.999999985,1.00000002,1.000002987
PCBD1,1.000000021,1.000000019,0.999999988,1.000000032,0.999999977,1.000000026,1,0.999999998,1.000000016,1,0.999999985,1.00000002,1.000002987
NPC1L1,1.000000021,1.000000019,0.999999988,1.000000032,0.999999977,1.000000026,1,0.999999998,1.000000016,1,0.999999985,1.00000002,1.000002987
GFUS,1.000000021,1.000000019,0.999999988,1.000000032,0.999999977,1.000000026,1,0.999999998,1.000000016,1,0.999999985,1.00000002,1.000002987
PCYT2,0.85179121,0.603290909,0.937875121,0.709582235,0.999999919,0.999999939,0.79597612,0.624308439,0.453637088,0.999999858,0.999999857,0.999999941,0.531046171
